date,state,protest
7/24/2020,KS,1
7/24/2020,KY,3
7/24/2020,LA,1
7/24/2020,MA,2
7/24/2020,MD,2
7/24/2020,ME,1
7/24/2020,MI,1
7/24/2020,MN,1
7/24/2020,MO,3
7/24/2020,NC,1
7/24/2020,NE,2
7/24/2020,NY,3
7/24/2020,OH,1
7/24/2020,OR,1
7/24/2020,PA,2
7/24/2020,SC,1
7/24/2020,TX,3
7/24/2020,VA,1
7/24/2020,WA,1
7/24/2020,WI,1
7/24/2020,WV,1
7/24/2020,WY,2
7/25/2020,AR,2
7/25/2020,AZ,1
7/25/2020,CA,12
7/25/2020,CO,3
7/25/2020,CT,3
7/25/2020,DC,1
7/25/2020,FL,10
7/25/2020,IA,3
7/25/2020,ID,1
7/25/2020,IL,8
7/25/2020,IN,2
7/25/2020,KY,1
7/25/2020,LA,1
7/25/2020,MA,1
7/25/2020,MD,2
7/25/2020,ME,2
7/25/2020,MI,2
7/25/2020,MN,2
7/25/2020,MO,2
7/25/2020,MS,2
7/25/2020,MT,5
7/25/2020,NC,4
7/25/2020,NE,1
7/25/2020,NJ,4
7/25/2020,NM,1
7/25/2020,NV,1
7/25/2020,NY,8
7/25/2020,OH,5
7/25/2020,OR,5
7/25/2020,PA,3
7/25/2020,TN,4
7/25/2020,TX,5
7/25/2020,VA,6
7/25/2020,VT,1
7/25/2020,WA,5
7/25/2020,WI,1
7/26/2020,AR,1
7/26/2020,CA,9
7/26/2020,CO,3
7/26/2020,CT,1
7/26/2020,FL,3
7/26/2020,IL,1
7/26/2020,IN,2
7/26/2020,KY,1
7/26/2020,LA,1
7/26/2020,MA,1
7/26/2020,ME,2
7/26/2020,MI,4
7/26/2020,NC,2
7/26/2020,ND,1
7/26/2020,NM,1
7/26/2020,NY,3
7/26/2020,OH,1
7/26/2020,OR,2
7/26/2020,PA,4
7/26/2020,RI,1
7/26/2020,SC,1
7/26/2020,TN,1
7/26/2020,TX,3
7/26/2020,VA,3
7/26/2020,WA,3
7/26/2020,WI,1
7/27/2020,AL,1
7/27/2020,CA,9
7/27/2020,CO,3
7/27/2020,CT,2
7/27/2020,FL,1
7/27/2020,GA,3
7/27/2020,IL,1
7/27/2020,IN,2
7/27/2020,LA,1
7/27/2020,MD,1
7/27/2020,ME,1
7/27/2020,MI,3
7/27/2020,MN,3
7/27/2020,MO,2
7/27/2020,ND,1
7/27/2020,NJ,1
7/27/2020,NY,2
7/27/2020,OR,2
7/27/2020,RI,1
7/27/2020,SC,1
7/27/2020,TN,3
7/27/2020,TX,3
7/28/2020,AK,1
7/28/2020,AL,3
7/28/2020,AZ,1
7/28/2020,CA,9
7/28/2020,CT,1
7/28/2020,DC,2
7/28/2020,FL,3
7/28/2020,ID,2
7/28/2020,IN,1
7/28/2020,MA,2
7/28/2020,ME,1
7/28/2020,MI,2
7/28/2020,MO,2
7/28/2020,NC,1
7/28/2020,NE,1
7/28/2020,NY,4
7/28/2020,OK,1
7/28/2020,PA,2
7/28/2020,SC,3
7/28/2020,TN,3
7/28/2020,TX,1
7/28/2020,VA,2
7/28/2020,WI,1
7/29/2020,AL,1
7/29/2020,AZ,1
7/29/2020,CA,1
7/29/2020,CO,2
7/29/2020,FL,2
7/29/2020,IL,3
7/29/2020,KS,1
7/29/2020,LA,1
7/29/2020,MA,2
7/29/2020,MD,4
7/29/2020,ME,1
7/29/2020,MI,4
7/29/2020,MO,2
7/29/2020,NC,4
7/29/2020,ND,1
7/29/2020,NH,1
7/29/2020,NV,1
7/29/2020,NY,4
7/29/2020,OH,4
7/29/2020,OR,2
7/29/2020,PA,3
7/29/2020,TN,1
7/29/2020,TX,2
7/29/2020,VA,3
7/29/2020,WA,2
7/29/2020,WV,1
7/30/2020,AL,1
7/30/2020,CA,9
7/30/2020,CT,23
7/30/2020,FL,1
7/30/2020,IL,1
7/30/2020,KS,1
7/30/2020,KY,1
7/30/2020,LA,6
7/30/2020,MA,1
7/30/2020,MD,2
7/30/2020,ME,2
7/30/2020,MO,5
7/30/2020,MS,1
7/30/2020,MT,1
7/30/2020,NC,1
7/30/2020,NJ,3
7/30/2020,NM,1
7/30/2020,NV,1
7/30/2020,NY,3
7/30/2020,OH,1
7/30/2020,OR,2
7/30/2020,PA,1
7/30/2020,TN,2
7/30/2020,TX,2
7/30/2020,UT,5
7/30/2020,WA,1
7/30/2020,WY,1
7/31/2020,AL,1
7/31/2020,AZ,1
7/31/2020,CA,11
7/31/2020,CO,2
7/31/2020,CT,1
7/31/2020,FL,4
7/31/2020,IL,4
7/31/2020,KS,1
7/31/2020,ME,1
7/31/2020,MI,2
7/31/2020,MO,1
7/31/2020,MT,2
7/31/2020,NC,1
7/31/2020,ND,1
7/31/2020,NH,1
7/31/2020,NM,2
7/31/2020,NV,3
7/31/2020,NY,2
7/31/2020,OH,1
7/31/2020,OK,2
7/31/2020,OR,1
7/31/2020,PA,3
7/31/2020,SC,1
7/31/2020,TN,2
7/31/2020,VA,1
7/31/2020,WI,2
7/31/2020,WY,1
8/1/2020,AL,2
8/1/2020,AR,1
8/1/2020,AZ,1
8/1/2020,CA,15
8/1/2020,CO,6
8/1/2020,CT,1
8/1/2020,DC,1
8/1/2020,FL,1
8/1/2020,GA,3
8/1/2020,IA,2
8/1/2020,ID,4
8/1/2020,IL,5
8/1/2020,IN,1
8/1/2020,KS,2
8/1/2020,KY,3
8/1/2020,MA,5
8/1/2020,MD,2
8/1/2020,MI,1
8/1/2020,MN,3
8/1/2020,MO,3
8/1/2020,MS,2
8/1/2020,MT,2
8/1/2020,NC,3
8/1/2020,NE,2
8/1/2020,NJ,4
8/1/2020,NV,1
8/1/2020,NY,6
8/1/2020,OH,3
8/1/2020,OR,2
8/1/2020,PA,5
8/1/2020,SC,1
8/1/2020,TN,2
8/1/2020,TX,5
8/1/2020,UT,3
8/1/2020,VA,2
8/1/2020,VT,1
8/1/2020,WA,2
8/1/2020,WI,4
8/1/2020,WY,1
8/2/2020,AR,1
8/2/2020,CA,4
8/2/2020,CO,2
8/2/2020,CT,3
8/2/2020,GA,1
8/2/2020,IL,4
8/2/2020,MA,1
8/2/2020,ME,1
8/2/2020,MI,2
8/2/2020,MO,3
8/2/2020,NC,2
8/2/2020,NM,1
8/2/2020,NY,3
8/2/2020,OH,1
8/2/2020,OR,3
8/2/2020,PA,6
8/2/2020,RI,1
8/2/2020,SC,2
8/2/2020,TX,6
8/2/2020,VA,2
8/3/2020,AK,1
8/3/2020,AL,1
8/3/2020,AR,2
8/3/2020,CA,4
8/3/2020,CO,3
8/3/2020,IA,1
8/3/2020,ID,2
8/3/2020,IL,3
8/3/2020,IN,1
8/3/2020,KY,1
8/3/2020,LA,3
8/3/2020,MA,1
8/3/2020,MD,2
8/3/2020,ME,1
8/3/2020,MS,1
8/3/2020,NC,2
8/3/2020,NE,3
8/3/2020,NJ,2
8/3/2020,NV,1
8/3/2020,NY,3
8/3/2020,OH,5
8/3/2020,OK,1
8/3/2020,OR,3
8/3/2020,PA,2
8/3/2020,RI,1
8/3/2020,TX,1
8/3/2020,UT,1
8/3/2020,VA,1
8/3/2020,VT,1
8/3/2020,WI,1
8/4/2020,CA,3
8/4/2020,CO,1
8/4/2020,FL,3
8/4/2020,GA,3
8/4/2020,IL,4
8/4/2020,ME,1
8/4/2020,MI,1
8/4/2020,MN,1
8/4/2020,NE,1
8/4/2020,NM,1
8/4/2020,NV,1
8/4/2020,NY,3
8/4/2020,OH,2
8/4/2020,OR,2
8/4/2020,PA,1
8/4/2020,UT,2
8/4/2020,VA,1
8/4/2020,WI,5
8/5/2020,AL,1
8/5/2020,CA,21
8/5/2020,CO,3
8/5/2020,FL,1
8/5/2020,GA,2
8/5/2020,IL,3
8/5/2020,LA,2
8/5/2020,MD,1
8/5/2020,ME,1
8/5/2020,MI,1
8/5/2020,MO,1
8/5/2020,MS,1
8/5/2020,MT,1
8/5/2020,NC,3
8/5/2020,ND,1
8/5/2020,NV,2
8/5/2020,NY,3
8/5/2020,OH,5
8/5/2020,OR,1
8/5/2020,PA,2
8/5/2020,RI,1
8/5/2020,TX,3
8/5/2020,UT,2
8/5/2020,WA,1
8/6/2020,AZ,1
8/6/2020,CA,6
8/6/2020,CO,2
8/6/2020,FL,1
8/6/2020,GA,4
8/6/2020,IN,1
8/6/2020,KY,1
8/6/2020,ME,1
8/6/2020,MI,2
8/6/2020,MO,1
8/6/2020,MT,1
8/6/2020,ND,1
8/6/2020,NJ,1
8/6/2020,NV,2
8/6/2020,NY,9
8/6/2020,PA,2
8/6/2020,TX,1
8/6/2020,UT,1
8/6/2020,WA,1
8/6/2020,WI,1
8/7/2020,CA,3
8/7/2020,CO,1
8/7/2020,FL,1
8/7/2020,GA,1
8/7/2020,IL,4
8/7/2020,IN,2
8/7/2020,KS,1
8/7/2020,KY,1
8/7/2020,MA,2
8/7/2020,ME,1
8/7/2020,MI,2
8/7/2020,MN,2
8/7/2020,NC,2
8/7/2020,NE,1
8/7/2020,NY,3
8/7/2020,OR,1
8/7/2020,PA,1
8/7/2020,TN,2
8/7/2020,TX,1
8/7/2020,UT,2
8/7/2020,VA,1
8/7/2020,WA,2
8/7/2020,WI,1
8/8/2020,AZ,1
8/8/2020,CA,14
8/8/2020,CT,2
8/8/2020,FL,5
8/8/2020,GA,2
8/8/2020,IL,1
8/8/2020,IN,2
8/8/2020,KS,1
8/8/2020,KY,3
8/8/2020,LA,2
8/8/2020,MA,1
8/8/2020,MD,1
8/8/2020,ME,1
8/8/2020,MN,2
8/8/2020,NC,6
8/8/2020,NM,1
8/8/2020,NV,2
8/8/2020,NY,5
8/8/2020,OH,1
8/8/2020,OK,2
8/8/2020,OR,7
8/8/2020,PA,7
8/8/2020,RI,1
8/8/2020,SC,2
8/8/2020,SD,1
8/8/2020,TN,2
8/8/2020,TX,10
8/8/2020,UT,1
8/8/2020,VA,3
8/8/2020,WA,8
8/8/2020,WI,2
8/9/2020,AZ,1
8/9/2020,CA,9
8/9/2020,CO,2
8/9/2020,CT,2
8/9/2020,DC,1
8/9/2020,FL,1
8/9/2020,GA,1
8/9/2020,IN,1
8/9/2020,KY,1
8/9/2020,MA,7
8/9/2020,MD,1
8/9/2020,ME,1
8/9/2020,MI,2
8/9/2020,MO,1
8/9/2020,NC,1
8/9/2020,NE,1
8/9/2020,NJ,1
8/9/2020,NV,1
8/9/2020,NY,6
8/9/2020,OK,1
8/9/2020,OR,2
8/9/2020,PA,5
8/9/2020,TN,1
8/9/2020,TX,2
8/9/2020,UT,1
8/9/2020,VT,1
8/9/2020,WA,1
8/9/2020,WI,2
8/10/2020,AR,2
8/10/2020,AZ,2
8/10/2020,CA,6
8/10/2020,FL,1
8/10/2020,ID,1
8/10/2020,IL,1
8/10/2020,KY,1
8/10/2020,LA,1
8/10/2020,MA,2
8/10/2020,ME,1
8/10/2020,MI,3
8/10/2020,NE,1
8/10/2020,NJ,1
8/10/2020,NY,4
8/10/2020,OH,1
8/10/2020,OK,1
8/10/2020,PA,2
8/10/2020,SD,1
8/10/2020,TN,2
8/10/2020,TX,2
8/10/2020,VA,1
8/10/2020,WI,1
8/11/2020,AK,2
8/11/2020,CA,4
8/11/2020,FL,1
8/11/2020,GA,2
8/11/2020,IL,5
8/11/2020,IN,1
8/11/2020,KY,1
8/11/2020,MA,1
8/11/2020,MD,1
8/11/2020,ME,1
8/11/2020,MI,1
8/11/2020,MO,1
8/11/2020,MS,1
8/11/2020,NC,1
8/11/2020,NE,2
8/11/2020,NJ,1
8/11/2020,NM,2
8/11/2020,NV,2
8/11/2020,NY,2
8/11/2020,OH,1
8/11/2020,OR,1
8/11/2020,PA,1
8/11/2020,RI,1
8/11/2020,SC,2
8/11/2020,TX,4
8/11/2020,UT,1
8/11/2020,VA,1
8/12/2020,AK,1
8/12/2020,AL,1
8/12/2020,CA,7
8/12/2020,FL,1
8/12/2020,IN,1
8/12/2020,MA,2
8/12/2020,MD,2
8/12/2020,MN,2
8/12/2020,MO,1
8/12/2020,MS,1
8/12/2020,NE,1
8/12/2020,NV,4
8/12/2020,NY,3
8/12/2020,OH,1
8/12/2020,OK,2
8/12/2020,OR,1
8/12/2020,PA,3
8/12/2020,TN,1
8/12/2020,VA,1
8/12/2020,WA,1
8/12/2020,WI,2
8/13/2020,AL,1
8/13/2020,AR,1
8/13/2020,CA,4
8/13/2020,GA,1
8/13/2020,IL,2
8/13/2020,IN,2
8/13/2020,KY,1
8/13/2020,MA,2
8/13/2020,ME,1
8/13/2020,MN,1
8/13/2020,MO,1
8/13/2020,NC,1
8/13/2020,NH,1
8/13/2020,NM,1
8/13/2020,NY,4
8/13/2020,OH,2
8/13/2020,OK,2
8/13/2020,OR,3
8/13/2020,PA,1
8/13/2020,TX,3
8/14/2020,AZ,2
8/14/2020,CA,8
8/14/2020,CO,2
8/14/2020,CT,1
8/14/2020,FL,5
8/14/2020,IL,2
8/14/2020,KS,1
8/14/2020,KY,1
8/14/2020,LA,1
8/14/2020,MA,2
8/14/2020,MD,1
8/14/2020,MN,1
8/14/2020,NC,1
8/14/2020,NJ,1
8/14/2020,NY,3
8/14/2020,OH,2
8/14/2020,OK,1
8/14/2020,PA,1
8/14/2020,RI,2
8/14/2020,SC,1
8/14/2020,TN,1
8/14/2020,TX,4
8/14/2020,WA,2
8/14/2020,WI,5
8/15/2020,AL,2
8/15/2020,AR,1
8/15/2020,CA,11
8/15/2020,CO,2
8/15/2020,CT,1
8/15/2020,DC,2
8/15/2020,FL,5
8/15/2020,GA,1
8/15/2020,IA,2
8/15/2020,IL,2
8/15/2020,IN,2
8/15/2020,KY,1
8/15/2020,MD,3
8/15/2020,MI,2
8/15/2020,MN,1
8/15/2020,MO,2
8/15/2020,MS,3
8/15/2020,NC,4
8/15/2020,NH,1
8/15/2020,NJ,1
8/15/2020,NM,3
8/15/2020,NV,1
8/15/2020,NY,1
8/15/2020,OH,1
8/15/2020,OR,4
8/15/2020,PA,5
8/15/2020,TN,1
8/15/2020,TX,5
8/15/2020,UT,4
8/15/2020,VA,2
8/15/2020,VT,6
8/15/2020,WV,3
8/16/2020,AL,2
8/16/2020,CA,2
8/16/2020,CT,1
8/16/2020,FL,3
8/16/2020,GA,2
8/16/2020,IL,1
8/16/2020,IN,1
8/16/2020,KY,1
8/16/2020,LA,1
8/16/2020,MI,2
8/16/2020,MN,1
8/16/2020,MO,1
8/16/2020,NC,3
8/16/2020,ND,1
8/16/2020,NJ,1
8/16/2020,NY,5
8/16/2020,OH,1
8/16/2020,OK,1
8/16/2020,OR,2
8/16/2020,PA,3
8/16/2020,RI,1
8/16/2020,TN,1
8/16/2020,TX,2
8/16/2020,VA,1
8/16/2020,WI,2
8/17/2020,AL,1
8/17/2020,AR,1
8/17/2020,CA,10
8/17/2020,GA,2
8/17/2020,IN,1
8/17/2020,KS,2
8/17/2020,KY,1
8/17/2020,MI,1
8/17/2020,MN,2
8/17/2020,NC,1
8/17/2020,NJ,1
8/17/2020,NV,1
8/17/2020,NY,2
8/17/2020,OH,2
8/17/2020,OK,2
8/17/2020,OR,1
8/17/2020,PA,4
8/17/2020,SD,1
8/17/2020,TN,3
8/17/2020,TX,6
8/17/2020,VA,1
8/17/2020,WA,2
8/17/2020,WI,2
8/18/2020,AZ,1
8/18/2020,CA,9
8/18/2020,CT,1
8/18/2020,FL,2
8/18/2020,GA,4
8/18/2020,ID,1
8/18/2020,IL,2
8/18/2020,KS,2
8/18/2020,KY,3
8/18/2020,MA,7
8/18/2020,ME,2
8/18/2020,MI,2
8/18/2020,MO,1
8/18/2020,MT,1
8/18/2020,NC,1
8/18/2020,NE,1
8/18/2020,NJ,1
8/18/2020,NV,3
8/18/2020,NY,8
8/18/2020,OH,2
8/18/2020,OK,1
8/18/2020,PA,5
8/18/2020,RI,1
8/18/2020,SC,1
8/18/2020,TX,1
8/18/2020,VA,6
8/18/2020,WA,1
8/18/2020,WI,1
8/18/2020,WY,1
8/19/2020,AL,2
8/19/2020,AZ,1
8/19/2020,CA,4
8/19/2020,CO,1
8/19/2020,CT,1
8/19/2020,FL,2
8/19/2020,IA,1
8/19/2020,MA,2
8/19/2020,MD,1
8/19/2020,ME,1
8/19/2020,MN,3
8/19/2020,MO,1
8/19/2020,NH,1
8/19/2020,NJ,5
8/19/2020,NV,1
8/19/2020,NY,1
8/19/2020,OK,2
8/19/2020,OR,1
8/19/2020,PA,2
8/19/2020,TX,2
8/19/2020,VA,2
8/19/2020,WA,1
8/20/2020,AK,1
8/20/2020,AZ,1
8/20/2020,CA,5
8/20/2020,DE,1
8/20/2020,FL,1
8/20/2020,GA,4
8/20/2020,IA,2
8/20/2020,IL,1
8/20/2020,IN,1
8/20/2020,KY,4
8/20/2020,LA,1
8/20/2020,MA,3
8/20/2020,ME,1
8/20/2020,MI,2
8/20/2020,MO,1
8/20/2020,MS,1
8/20/2020,NC,1
8/20/2020,ND,1
8/20/2020,NJ,1
8/20/2020,NV,1
8/20/2020,NY,3
8/20/2020,OH,3
8/20/2020,OR,1
8/20/2020,PA,7
8/20/2020,TN,2
8/20/2020,TX,1
8/20/2020,VA,2
8/20/2020,WI,3
8/21/2020,AR,1
8/21/2020,CA,7
8/21/2020,CT,1
8/21/2020,DE,1
8/21/2020,FL,4
8/21/2020,IA,1
8/21/2020,IL,2
8/21/2020,IN,2
8/21/2020,KS,1
8/21/2020,MD,3
8/21/2020,MS,2
8/21/2020,NC,2
8/21/2020,NY,2
8/21/2020,OR,1
8/21/2020,PA,2
8/21/2020,SC,1
8/21/2020,TX,2
8/21/2020,UT,1
8/21/2020,WA,3
8/21/2020,WI,2
8/21/2020,WV,1
8/22/2020,AL,3
8/22/2020,AR,2
8/22/2020,AZ,3
8/22/2020,CA,47
8/22/2020,CO,7
8/22/2020,CT,7
8/22/2020,DC,1
8/22/2020,DE,1
8/22/2020,FL,11
8/22/2020,GA,11
8/22/2020,HI,1
8/22/2020,IA,5
8/22/2020,ID,2
8/22/2020,IL,13
8/22/2020,IN,3
8/22/2020,KY,5
8/22/2020,LA,1
8/22/2020,MA,8
8/22/2020,MD,4
8/22/2020,ME,2
8/22/2020,MI,4
8/22/2020,MN,2
8/22/2020,MO,4
8/22/2020,MS,3
8/22/2020,MT,4
8/22/2020,NC,4
8/22/2020,ND,1
8/22/2020,NE,2
8/22/2020,NH,1
8/22/2020,NJ,6
8/22/2020,NM,2
8/22/2020,NV,2
8/22/2020,NY,26
8/22/2020,OH,10
8/22/2020,OK,1
8/22/2020,OR,2
8/22/2020,PA,18
8/22/2020,RI,1
8/22/2020,SC,2
8/22/2020,TN,5
8/22/2020,TX,9
8/22/2020,UT,3
8/22/2020,VA,5
8/22/2020,VT,2
8/22/2020,WA,7
8/22/2020,WI,6
8/22/2020,WV,3
8/23/2020,AZ,1
8/23/2020,CA,3
8/23/2020,CO,1
8/23/2020,DC,1
8/23/2020,FL,1
8/23/2020,IL,1
8/23/2020,IN,1
8/23/2020,KS,1
8/23/2020,LA,1
8/23/2020,ME,1
8/23/2020,MI,1
8/23/2020,MN,1
8/23/2020,NC,4
8/23/2020,NH,1
8/23/2020,NY,4
8/23/2020,OR,1
8/23/2020,PA,2
8/23/2020,RI,2
8/23/2020,TX,1
8/23/2020,UT,1
8/23/2020,VA,1
8/23/2020,WA,1
8/23/2020,WI,2
8/24/2020,AL,1
8/24/2020,AR,2
8/24/2020,CA,7
8/24/2020,CO,1
8/24/2020,CT,2
8/24/2020,DC,1
8/24/2020,GA,1
8/24/2020,IA,2
8/24/2020,ID,2
8/24/2020,IL,5
8/24/2020,KS,2
8/24/2020,KY,4
8/24/2020,LA,1
8/24/2020,MA,1
8/24/2020,ME,1
8/24/2020,MI,2
8/24/2020,MN,2
8/24/2020,MS,1
8/24/2020,NC,2
8/24/2020,NE,2
8/24/2020,NJ,2
8/24/2020,NM,1
8/24/2020,NY,3
8/24/2020,OH,3
8/24/2020,OK,1
8/24/2020,PA,2
8/24/2020,RI,4
8/24/2020,SC,1
8/24/2020,TN,2
8/24/2020,TX,2
8/24/2020,VA,1
8/24/2020,VT,2
8/24/2020,WA,1
8/24/2020,WI,8
8/25/2020,AK,1
8/25/2020,AR,2
8/25/2020,AZ,3
8/25/2020,CA,10
8/25/2020,CO,5
8/25/2020,DE,3
8/25/2020,FL,4
8/25/2020,GA,2
8/25/2020,IA,3
8/25/2020,ID,1
8/25/2020,IL,1
8/25/2020,IN,2
8/25/2020,KS,2
8/25/2020,KY,2
8/25/2020,MA,3
8/25/2020,MD,3
8/25/2020,MI,2
8/25/2020,MO,4
8/25/2020,MT,1
8/25/2020,NC,1
8/25/2020,NE,3
8/25/2020,NH,1
8/25/2020,NJ,1
8/25/2020,NY,7
8/25/2020,OH,6
8/25/2020,OR,3
8/25/2020,PA,5
8/25/2020,SC,1
8/25/2020,TN,3
8/25/2020,TX,2
8/25/2020,UT,1
8/25/2020,VA,1
8/25/2020,VT,2
8/25/2020,WA,3
8/25/2020,WI,3
8/25/2020,WV,2
8/26/2020,AK,1
8/26/2020,AL,1
8/26/2020,AZ,2
8/26/2020,CA,14
8/26/2020,CO,1
8/26/2020,DE,1
8/26/2020,FL,3
8/26/2020,IA,2
8/26/2020,ID,1
8/26/2020,IL,1
8/26/2020,IN,2
8/26/2020,KY,1
8/26/2020,LA,1
8/26/2020,MA,2
8/26/2020,MD,3
8/26/2020,ME,1
8/26/2020,NC,2
8/26/2020,NJ,1
8/26/2020,NY,5
8/26/2020,OH,1
8/26/2020,OR,2
8/26/2020,PA,6
8/26/2020,TN,1
8/26/2020,TX,2
8/26/2020,VA,3
8/26/2020,VT,1
8/26/2020,WA,1
8/26/2020,WI,4
8/26/2020,WV,1
8/27/2020,AZ,1
8/27/2020,CA,9
8/27/2020,CO,1
8/27/2020,DC,4
8/27/2020,FL,2
8/27/2020,GA,1
8/27/2020,IL,1
8/27/2020,KS,1
8/27/2020,MI,1
8/27/2020,MN,2
8/27/2020,MS,1
8/27/2020,NC,5
8/27/2020,NJ,2
8/27/2020,NV,2
8/27/2020,NY,6
8/27/2020,OK,1
8/27/2020,OR,1
8/27/2020,PA,3
8/27/2020,TX,1
8/27/2020,VT,1
8/27/2020,WA,1
8/27/2020,WI,1
8/28/2020,AL,2
8/28/2020,AZ,2
8/28/2020,CA,10
8/28/2020,CO,1
8/28/2020,DC,1
8/28/2020,FL,5
8/28/2020,GA,3
8/28/2020,IA,3
8/28/2020,IL,4
8/28/2020,IN,4
8/28/2020,KS,1
8/28/2020,KY,1
8/28/2020,LA,1
8/28/2020,MA,4
8/28/2020,MD,3
8/28/2020,MI,3
8/28/2020,MN,1
8/28/2020,MO,3
8/28/2020,MS,2
8/28/2020,MT,1
8/28/2020,NC,2
8/28/2020,NJ,1
8/28/2020,NM,1
8/28/2020,NV,1
8/28/2020,NY,4
8/28/2020,OH,2
8/28/2020,OK,3
8/28/2020,OR,4
8/28/2020,PA,3
8/28/2020,SC,2
8/28/2020,TX,3
8/28/2020,UT,2
8/28/2020,VA,3
8/28/2020,VT,2
8/28/2020,WA,7
8/28/2020,WI,3
8/29/2020,AL,3
8/29/2020,AR,2
8/29/2020,CA,14
8/29/2020,CO,1
8/29/2020,CT,1
8/29/2020,DC,2
8/29/2020,DE,1
8/29/2020,FL,10
8/29/2020,GA,7
8/29/2020,HI,3
8/29/2020,IA,3
8/29/2020,ID,2
8/29/2020,IL,3
8/29/2020,IN,2
8/29/2020,KY,2
8/29/2020,LA,2
8/29/2020,MA,4
8/29/2020,MD,1
8/29/2020,MI,1
8/29/2020,MN,2
8/29/2020,MO,1
8/29/2020,MS,3
8/29/2020,NC,6
8/29/2020,ND,1
8/29/2020,NJ,1
8/29/2020,NM,1
8/29/2020,NV,2
8/29/2020,NY,4
8/29/2020,OH,3
8/29/2020,OK,1
8/29/2020,OR,5
8/29/2020,PA,6
8/29/2020,RI,2
8/29/2020,SC,6
8/29/2020,TN,4
8/29/2020,TX,8
8/29/2020,UT,1
8/29/2020,VA,2
8/29/2020,VT,1
8/29/2020,WA,5
8/29/2020,WI,3
8/30/2020,AZ,1
8/30/2020,CA,6
8/30/2020,CO,2
8/30/2020,CT,2
8/30/2020,DC,1
8/30/2020,FL,2
8/30/2020,GA,1
8/30/2020,IA,1
8/30/2020,IL,3
8/30/2020,KY,1
